level,topic,title,dialogue_line
hard,hotel,. Getting a Taxi via the Front Desk,"No, that won't be necessary. I just need a taxi."
hard,hotel,. Getting a Taxi via the Front Desk,Perhaps you'd prefer a limousine. That's such a stylish way to travel.
hard,hotel,. Getting a Taxi via the Front Desk,"Just a taxi, please."
hard,hotel,. Getting a Taxi via the Front Desk,And what is your destination?
hard,hotel,. Getting a Taxi via the Front Desk,I'm going to Rockefeller Center.
hard,hotel,. Getting a Taxi via the Front Desk,I see. What time do you want to depart from the hotel?
hard,hotel,. Getting a Taxi via the Front Desk,I want to leave as soon as possible.
hard,hotel,. Getting a Taxi via the Front Desk,"Okay, a taxi will arrive in seconds, sir."
hard,hotel,. Getting a Taxi via the Front Desk,"Thank you, I'm coming down now."
hard,hotel,. Getting a Taxi via the Front Desk,"It won't be but a few seconds, sir."
hard,hotel,. Getting a Taxi via the Front Desk,"I need a taxi, please."
hard,hotel,. Getting a Taxi via the Front Desk,We have various transportation services. Would you prefer a private vehicle?
hard,hotel,. Getting a Taxi via the Front Desk,"No, thanks. A taxi is just fine."
hard,hotel,. Getting a Taxi via the Front Desk,May I suggest a limo? It's nice to pamper yourself once in a while.
hard,hotel,. Getting a Taxi via the Front Desk,"I don't want anything except a taxi, thank you."
hard,hotel,. Getting a Taxi via the Front Desk,I understand. And where will you be going?
hard,hotel,. Getting a Taxi via the Front Desk,Rockefeller Center.
hard,hotel,. Getting a Taxi via the Front Desk,And what time would you like to be picked up?
hard,hotel,. Getting a Taxi via the Front Desk,The sooner the better.
hard,hotel,. Getting a Taxi via the Front Desk,"A taxi will be here shortly, sir."
hard,hotel,. Getting a Taxi via the Front Desk,"Great! And remember, a taxi, not a limo."
hard,hotel,. Getting a Taxi via the Front Desk,"A taxi it is, sir."
hard,hotel,. Getting a Taxi via the Front Desk,Can you get me a taxi?
hard,hotel,. Getting a Taxi via the Front Desk,We offer various types of transportation. Perhaps you'd like to upgrade to a private vehicle?
hard,hotel,. Getting a Taxi via the Front Desk,"Thanks, but no thanks. A taxi will do just fine."
hard,hotel,. Getting a Taxi via the Front Desk,"In that case, how about a limo? Then you can travel in style."
hard,hotel,. Getting a Taxi via the Front Desk,"No, I hate limousines. They're gas guzzlers."
hard,hotel,. Getting a Taxi via the Front Desk,"Got it, sir. Where would you like the taxi to take you?"
hard,hotel,. Getting a Taxi via the Front Desk,My destination is Rockefeller Center.
hard,hotel,. Getting a Taxi via the Front Desk,What time do you want to leave the hotel?
hard,hotel,. Getting a Taxi via the Front Desk,As soon as possible.
hard,hotel,. Getting a Taxi via the Front Desk,"I'll call the taxi immediately, sir."
hard,hotel,. Getting a Taxi via the Front Desk,I'm coming downstairs now.
hard,hotel,. Getting a Taxi via the Front Desk,"A brand new taxi is pulling up now, sir."
hard,hotel,. Getting a Taxi via the Front Desk,I'm going to need a taxi.
hard,hotel,. Getting a Taxi via the Front Desk,You don't have to restrict yourself to a taxi. We can offer you a private vehicle.
hard,hotel,. Getting a Taxi via the Front Desk,"A private vehicle, huh? No, a taxi is okay."
hard,hotel,. Getting a Taxi via the Front Desk,Some people find a limo to be much more comfortable than a taxi.
hard,hotel,. Getting a Taxi via the Front Desk,"No, I wouldn't be caught dead in a limo."
hard,hotel,. Getting a Taxi via the Front Desk,No upgrade of any kind. And where might you be going?
hard,hotel,. Getting a Taxi via the Front Desk,I'm headed to Rockefeller Center.
hard,hotel,. Getting a Taxi via the Front Desk,When shall I tell the taxi to be here?
hard,hotel,. Getting a Taxi via the Front Desk,Right now.
hard,hotel,. Getting a Taxi via the Front Desk,"The taxi will be here immediately, sir."
hard,hotel,. Getting a Taxi via the Front Desk,"Good, I'm leaving my room in about one minute."
hard,hotel,. Getting a Taxi via the Front Desk,"You won't have to wait a second, sir."
hard,hotel,. Getting a Taxi via the Front Desk,I need a taxi.
hard,hotel,. Getting a Taxi via the Front Desk,"We could easily provide you with a private vehicle, if you'd prefer."
hard,hotel,. Getting a Taxi via the Front Desk,"No, the taxi will do."
hard,hotel,. Getting a Taxi via the Front Desk,Perhaps you'd like to take a beautiful limousine.
hard,hotel,. Getting a Taxi via the Front Desk,"No, thank you. Taxis and I get along just fine."
hard,hotel,. Getting a Taxi via the Front Desk,"No private vehicle, no limo. Got it. Where are you going?"
hard,hotel,. Getting a Taxi via the Front Desk,I'm seeing a show at Rockefeller Center.
hard,hotel,. Getting a Taxi via the Front Desk,What time should the taxi be here to pick you up?
hard,hotel,. Getting a Taxi via the Front Desk,I'm ready to go right now.
hard,hotel,. Getting a Taxi via the Front Desk,"I'll have a taxi for you momentarily, sir."
hard,hotel,. Getting a Taxi via the Front Desk,"Great! As soon as I brush my teeth, I'll be downstairs."
hard,hotel,. Getting a Taxi via the Front Desk,"You'll enjoy our new, clean taxis, sir."
hard,hotel,. Getting a Taxi via the Front Desk,Could you please reserve a taxi for me?
hard,hotel,. Getting a Taxi via the Front Desk,Do you think a private vehicle might be more to your liking?
hard,hotel,. Getting a Taxi via the Front Desk,"A private vehicle? No, thanks, I won't need one."
hard,hotel,. Getting a Taxi via the Front Desk,Even better than a private vehicle is a limo. How does that sound?
hard,hotel,. Getting a Taxi via the Front Desk,"T A X I, please."
hard,hotel,. Getting a Taxi via the Front Desk,A taxi it is. Where will you be headed?
hard,hotel,. Getting a Taxi via the Front Desk,"Rockefeller Center. Can you get the taxi here immediately, please?"
hard,hotel,. Getting a Taxi via the Front Desk,"A taxi will be here in just a minute, sir."
hard,hotel,. Getting a Taxi via the Front Desk,Good. I'll get my coat and come downstairs.
hard,hotel,. Getting a Taxi via the Front Desk,"The taxi will be ready when you are, sir."
hard,hotel,. Checking Out,I am checking out. Here is the key to my room.
hard,hotel,. Checking Out,"Thank you. I'll just print out your receipt, and then you're free to go. Here you go!"
hard,hotel,. Checking Out,Thanks.
hard,hotel,. Checking Out,"If you don't mind me asking, how did you enjoy your stay at New York Hotel?"
hard,hotel,. Checking Out,"This hotel could use some insecticide, but my time in New York was thoroughly delightful."
hard,hotel,. Checking Out,That's very honest of you. Rest assured that this hotel will have no insects next time.
hard,hotel,. Checking Out,I want to check out. Here is my room key.
hard,hotel,. Checking Out,"One second, sir, while I print out your receipt. Here you are."
hard,hotel,. Checking Out,Thanks.
hard,hotel,. Checking Out,"May I ask, sir, if you enjoyed your stay?"
hard,hotel,. Checking Out,"Except for one night, I enjoyed the hotel. And I loved New York, of course."
hard,hotel,. Checking Out,Thank you for your honesty. I assure you there will be no cockroaches next time.
hard,hotel,. Checking Out,I'm leaving. Here is my key.
hard,hotel,. Checking Out,"Just one second, sir, and I'll give you your receipt. Here you go."
hard,hotel,. Checking Out,Thank you very much.
hard,hotel,. Checking Out,"Sir, did you enjoy your stay here?"
hard,hotel,. Checking Out,Most of my time here was pleasant. And New York itself is fantastic.
hard,hotel,. Checking Out,"I'm glad you enjoyed the city, anyway. But please don't think too unkindly of us."
hard,hotel,. Checking Out,I'm out of here. Here's my key.
hard,hotel,. Checking Out,"Give me just a few seconds, sir, and I'll hand you your receipt. Here you are."
hard,hotel,. Checking Out,I thank you.
hard,hotel,. Checking Out,"I hope you enjoyed your stay, sir."
hard,hotel,. Checking Out,"I only had nine little problems here. Other than that, I enjoyed my stay, and I loved the city."
hard,hotel,. Checking Out,"I apologize again for the cockroaches, sir. I hope you have a nice trip home."
hard,hotel,. Checking Out,My stay is over. Here's the key to my room.
hard,hotel,. Checking Out,"Thank you. And here's your receipt, sir."
hard,hotel,. Checking Out,Many thanks.
hard,hotel,. Checking Out,"I hope your stay here was satisfactory, sir."
hard,hotel,. Checking Out,"This could be a great hotel, once you get rid of the insects. The city itself is great."
hard,hotel,. Checking Out,I'm glad that the little problem didn't ruin your visit. Please have a pleasant trip home.
hard,hotel,. Checking Out,This visit is over for me. Here's your room key.
hard,hotel,. Checking Out,"Thank you for that, and in return, here's your receipt."
hard,hotel,. Checking Out,And thanks to you.
hard,hotel,. Checking Out,"I hope you'll visit us again, sir."
hard,hotel,. Checking Out,"I'd be willing to try this hotel again, if you can promise me no more cockroaches."
hard,hotel,. Checking Out,I guarantee you that our little âfriendsâ won't be back. I hope your trip home is pleasant.
hard,hotel,. Disputing the Bill,"My amenities bill says that I owe $10 for a movie, but I never ordered one."
hard,hotel,. Disputing the Bill,"Let's see. It says that you were charged Monday at 9:00 p.m. for the movie ""Titanic."""
hard,hotel,. Disputing the Bill,That's absolutely wrong! I was out exploring the city Monday night.
hard,hotel,. Disputing the Bill,"Okay, let me see what I can do."
hard,hotel,. Disputing the Bill,Thank you. I didn't think it would be this simple.
hard,hotel,. Disputing the Bill,"I can take the $10 off your bill, but I need to charge you $2 for the service."
hard,hotel,. Disputing the Bill,Are you serious? I have to pay $2 for a movie I never watched?
hard,hotel,. Disputing the Bill,"Unfortunately, sir, it's how the computer is programmed."
hard,hotel,. Disputing the Bill,This is outrageous! I'm never coming back to this hotel again!
hard,hotel,. Disputing the Bill,"I'm sorry, sir. Perhaps you'd like to write a letter to headquarters."
hard,hotel,. Disputing the Bill,I just discovered that I owe $10 for a movie that I never ordered.
hard,hotel,. Disputing the Bill,"Let me check, sir. You were charged for watching ""Titanic"" Monday night."
hard,hotel,. Disputing the Bill,That is absolutely incorrect! I was out on the town Monday night.
hard,hotel,. Disputing the Bill,"Okay, sir, bear with me a moment."
hard,hotel,. Disputing the Bill,Thank you for taking my word over the computer's word.
hard,hotel,. Disputing the Bill,"One slight problem, sir. I need to charge you $2 to remove this error from your file."
hard,hotel,. Disputing the Bill,You can't be serious. You're making me pay $2 for a movie I never watched?
hard,hotel,. Disputing the Bill,"I feel your pain, sir."
hard,hotel,. Disputing the Bill,Absolutely unbelievable! You people should be ashamed of yourselves.
hard,hotel,. Disputing the Bill,"I agree with you, sir, but all I do is work here."
hard,hotel,. Disputing the Bill,You guys are charging me $10 for a movie that I never ordered or saw.
hard,hotel,. Disputing the Bill,"Let's see, sir. According to your file, you watched ""Titanic"" Monday evening."
hard,hotel,. Disputing the Bill,The wrong information is in my file. I was at a concert Monday night.
hard,hotel,. Disputing the Bill,"Well, your word overrules the file, sir. One moment, please."
hard,hotel,. Disputing the Bill,I knew you'd see it my way.
hard,hotel,. Disputing the Bill,"Sir, I deleted the $10, but I had to add a $2 service charge to your bill."
hard,hotel,. Disputing the Bill,Am I in the Twilight Zone? You're charging me for a movie I never saw?
hard,hotel,. Disputing the Bill,"Please don't blame me, sir. Blame the computer programmer."
hard,hotel,. Disputing the Bill,This is highway robbery. I've got a good mind to call the police!
hard,hotel,. Disputing the Bill,"If it makes you feel any better, other guests feel the same way."
hard,hotel,. Disputing the Bill,Why am I being charged $10 for a movie that I never ordered?
hard,hotel,. Disputing the Bill,"Sir, according to your file, you spent Monday evening watching ""Titanic."""
hard,hotel,. Disputing the Bill,The file is wrong. I was at a great concert that night.
hard,hotel,. Disputing the Bill,"Well, this wouldn't be the first time that a file was wrong. Just a moment, please."
hard,hotel,. Disputing the Bill,Thank you for taking care of it so quickly.
hard,hotel,. Disputing the Bill,"Sir, when I deleted the $10, the program automatically added a $2 service charge."
hard,hotel,. Disputing the Bill,You can't do that! You can't charge me for a mistake that you made!
hard,hotel,. Disputing the Bill,"Sometimes you can't win for losing, sir."
hard,hotel,. Disputing the Bill,Now I've seen it all! What a rip-off this place is!
hard,hotel,. Disputing the Bill,"I don't blame you, sir. Two dollars is a lot of money."
hard,hotel,. Disputing the Bill,I need to know why I'm being charged $10 for a movie that I never ordered.
hard,hotel,. Disputing the Bill,"Hmm. Your file shows that you watched ""Titanic"" Monday night."
hard,hotel,. Disputing the Bill,Monday night? Monday night I was at a great concert.
hard,hotel,. Disputing the Bill,"Well, as they say, garbage in, garbage out. Let me correct this error, please."
hard,hotel,. Disputing the Bill,Thank you. It's very nice when problems can be solved quickly.
hard,hotel,. Disputing the Bill,"When I deleted the $10, the computer automatically added a $2 service charge."
hard,hotel,. Disputing the Bill,Are you crazy? You made the mistake and now you're charging me for your mistake?
hard,hotel,. Disputing the Bill,"Sir, if it makes you feel any better, the $2 service fee used to be $5."
hard,hotel,. Disputing the Bill,Why don't you just stick a gun in my ribs and take everything I have?
hard,hotel,. Disputing the Bill,"Unfortunately, sir, you'll have to pay the $2, whether you like it or not."
hard,hotel,. Storing Luggage for a Few Hours,I'm checking out in about half an hour.
hard,hotel,. Storing Luggage for a Few Hours,"Whenever you're ready to check out, I'll be ready, sir."
hard,hotel,. Storing Luggage for a Few Hours,"Great! As you know however, the day in New York has hardly begun."
hard,hotel,. Storing Luggage for a Few Hours,You're right. It's only 9:00 a.m.
hard,hotel,. Storing Luggage for a Few Hours,"Therefore, I think I'll explore New York some more. But I need to store my bags."
hard,hotel,. Storing Luggage for a Few Hours,"Sir, our storage facility is merely $5 an hour. You also need to leave a deposit."
hard,hotel,. Storing Luggage for a Few Hours,My luggage isn't enough of a deposit?
hard,hotel,. Storing Luggage for a Few Hours,"Unfortunately, it isn't. VISA or MasterCard will suffice, though."
hard,hotel,. Storing Luggage for a Few Hours,Let me put on my thinking cap for a moment.
hard,hotel,. Storing Luggage for a Few Hours,"Better hurry, sir. Remember you have to check out in less than half an hour."
hard,hotel,. Storing Luggage for a Few Hours,I should tell you that I'm checking out in about 30 minutes.
hard,hotel,. Storing Luggage for a Few Hours,"I'm ready when you are, sir."
hard,hotel,. Storing Luggage for a Few Hours,"Very good! Now, it's still morning here in New York."
hard,hotel,. Storing Luggage for a Few Hours,"You are so right, sir. The clock just struck nine."
hard,hotel,. Storing Luggage for a Few Hours,I'm going to spend some time exploring the city. What can I do with my luggage?
hard,hotel,. Storing Luggage for a Few Hours,"Sir, right here we have a storage site. Its only $5 an hour, but you need to leave a deposit."
hard,hotel,. Storing Luggage for a Few Hours,A deposit? Isn't my luggage a deposit?
hard,hotel,. Storing Luggage for a Few Hours,"I'm sorry, sir, but it isn't. Your MasterCard or VISA will take care of things nicely."
hard,hotel,. Storing Luggage for a Few Hours,Let me think about this.
hard,hotel,. Storing Luggage for a Few Hours,"Okay, sir. But don't take too long. You only have 30 minutes."
hard,hotel,. Storing Luggage for a Few Hours,Do you know that I'm checking out in about 30 minutes?
hard,hotel,. Storing Luggage for a Few Hours,"Just say the word, sir."
hard,hotel,. Storing Luggage for a Few Hours,"Excellent! Now, as you know, the day has barely begun."
hard,hotel,. Storing Luggage for a Few Hours,I agree. The dew is still on the grass.
hard,hotel,. Storing Luggage for a Few Hours,"I want to hit a few more places in the city, but I need a place to put my luggage."
hard,hotel,. Storing Luggage for a Few Hours,"We do have a storage space for your bags. There's a small charge, plus a deposit."
hard,hotel,. Storing Luggage for a Few Hours,Leave a deposit? Isn't leaving the luggage enough of a deposit?
hard,hotel,. Storing Luggage for a Few Hours,"Regrettably, no. But simply present your VISA to cover your deposit."
hard,hotel,. Storing Luggage for a Few Hours,I'll have to think about this for a second.
hard,hotel,. Storing Luggage for a Few Hours,"Okay, sir, but don't think too long. Your checkout is only 30 minutes away."
hard,hotel,. Storing Luggage for a Few Hours,"In case you didn't know, I'm checking out in half an hour."
hard,hotel,. Storing Luggage for a Few Hours,"That won't be a problem, sir."
hard,hotel,. Storing Luggage for a Few Hours,That's good to hear. Now there's still a whole New York day ahead of me.
hard,hotel,. Storing Luggage for a Few Hours,"You're right, sir. Your whole day is still ahead of you."
hard,hotel,. Storing Luggage for a Few Hours,"I still have time to explore more of New York, but I need a place to secure my baggage."
hard,hotel,. Storing Luggage for a Few Hours,"We have a storage place here, but you have to leave a deposit."
hard,hotel,. Storing Luggage for a Few Hours,"A deposit, huh? I would think my baggage would be enough of a deposit."
hard,hotel,. Storing Luggage for a Few Hours,"Just present your VISA card, and there won't be any problems."
hard,hotel,. Storing Luggage for a Few Hours,That deposit bothers me. Give me a minute.
hard,hotel,. Storing Luggage for a Few Hours,"Okay, sir, but remember how close it is to your checkout time."
hard,hotel,. Storing Luggage for a Few Hours,I'll be checking out of the hotel in about 30 minutes.
hard,hotel,. Storing Luggage for a Few Hours,"Thirty minutes or 30 seconds, sir, it doesn't matter, I'm ready for you."
hard,hotel,. Storing Luggage for a Few Hours,"Great! As you know, however, the day in New York has hardly begun."
hard,hotel,. Storing Luggage for a Few Hours,"There's nothing like getting an early start, sir."
hard,hotel,. Storing Luggage for a Few Hours,What can I do with my baggage while I visit a few more tourist spots?
hard,hotel,. Storing Luggage for a Few Hours,"You can leave your baggage in our storage space, with a deposit."
hard,hotel,. Storing Luggage for a Few Hours,Isn't my baggage enough of a deposit?
hard,hotel,. Storing Luggage for a Few Hours,"I wish it was, but it isn't. They will still want a credit card."
hard,hotel,. Storing Luggage for a Few Hours,"It's always something, isn't it? Let me think about this for a second."
hard,hotel,. Storing Luggage for a Few Hours,"Don't forget that you have very little time, sir, before you have to check out."
hard,hotel,. To Hold a Parcel for Pick-up,I'd like to leave a parcel for one of my friends. Is that okay?
hard,hotel,. To Hold a Parcel for Pick-up,"All I need is your name, the name of your friend, and the time of pick-up."
hard,hotel,. To Hold a Parcel for Pick-up,All of that's on the package. Can I just bring it down to your desk?
hard,hotel,. To Hold a Parcel for Pick-up,That would be most convenient for me. Thanks for your consideration!
hard,hotel,. To Hold a Parcel for Pick-up,I want to leave a parcel for a friend to pick up. Can I do that?
hard,hotel,. To Hold a Parcel for Pick-up,"Just tell me your name, your friend's name, and when your friend is coming by."
hard,hotel,. To Hold a Parcel for Pick-up,I'll put all that information on the package and just bring it down to you. Is that okay?
hard,hotel,. To Hold a Parcel for Pick-up,"That sounds great, sir. Thank you."
hard,hotel,. To Hold a Parcel for Pick-up,Can I leave a parcel with you for one of my friends to pick up later?
hard,hotel,. To Hold a Parcel for Pick-up,"I just need your name and your friend's name. Also, tell me when he is coming by."
hard,hotel,. To Hold a Parcel for Pick-up,How about if I write all that on the package and then bring it down to you?
hard,hotel,. To Hold a Parcel for Pick-up,Perfect. Thank you for doing that.
hard,hotel,. To Hold a Parcel for Pick-up,I've got a parcel here that a friend is going to pick up. Can I leave it with you?
hard,hotel,. To Hold a Parcel for Pick-up,"No problem. Just tell me your name, his name, and when he's coming by."
hard,hotel,. To Hold a Parcel for Pick-up,I'll just write all that info on the parcel itself and then bring it to you.
hard,hotel,. To Hold a Parcel for Pick-up,"Sir, you make my work too easy. Thank you."
hard,hotel,. To Hold a Parcel for Pick-up,A friend is picking up a parcel. Can I leave the parcel with you?
hard,hotel,. To Hold a Parcel for Pick-up,"By all means, sir. Just give me your name, his name, and when he will be coming by."
hard,hotel,. To Hold a Parcel for Pick-up,"I can put all of that right on the package and then bring it down to you, if that's okay."
hard,hotel,. To Hold a Parcel for Pick-up,"Well, thank you for doing that, sir. I wish all guests were like you."
hard,hotel,. Calling to Cancel a Reservation,I'm calling to cancel a reservation I made earlier in the week.
hard,hotel,. Calling to Cancel a Reservation,"To cancel your reservation, I need your name, phone number, and date of trip, please."
hard,hotel,. Calling to Cancel a Reservation,"Rudy Randolph, 818-555-1234. My reservation begins on the second Monday of April."
hard,hotel,. Calling to Cancel a Reservation,"I see your reservation on my computer. Let me just cancel it, and you'll be all set!"
hard,hotel,. Calling to Cancel a Reservation,Thanks. I'll call again when things get better at home.
hard,hotel,. Calling to Cancel a Reservation,You're welcome.
hard,hotel,. Calling to Cancel a Reservation,I need to cancel my reservation. I have personal matters that need fixing.
hard,hotel,. Calling to Cancel a Reservation,"That's not a problem. Just give me your name, phone number, and date of visit."
hard,hotel,. Calling to Cancel a Reservation,"Rudy Randolph, 818-555-1234, April 9 through 15."
hard,hotel,. Calling to Cancel a Reservation,"I see your info here on the screen. I'll hit just one button, sir, and you're cancelled."
hard,hotel,. Calling to Cancel a Reservation,Thank you. I'm glad that wasn't too much of a bother.
hard,hotel,. Calling to Cancel a Reservation,It's a pleasure.
hard,hotel,. Calling to Cancel a Reservation,"I made a reservation earlier this week, but I have to cancel it."
hard,hotel,. Calling to Cancel a Reservation,"No problem, sir. Just tell me your name, phone number, and date of reservation."
hard,hotel,. Calling to Cancel a Reservation,"Great! I'm Rudy Randolph, 818-555-1234, and my reservation was for April 9 to 15."
hard,hotel,. Calling to Cancel a Reservation,"Sir, let me hit the delete button, and your reservation will be cancelled."
hard,hotel,. Calling to Cancel a Reservation,That was nice and fast. Thanks.
hard,hotel,. Calling to Cancel a Reservation,Not at all.
hard,hotel,. Calling to Cancel a Reservation,"I hate to do this, but I've got to cancel a reservation I made earlier this week."
hard,hotel,. Calling to Cancel a Reservation,"All I need is your name, phone, and reservation date."
hard,hotel,. Calling to Cancel a Reservation,My name is Rudy Randolph. I'm at 818-555-1234. The reservation was for April 9.
hard,hotel,. Calling to Cancel a Reservation,"Randolph, Rudy. Let me hit one button, sir, and now your reservation is cancelled."
hard,hotel,. Calling to Cancel a Reservation,Thank you. I'll make another reservation as soon as I can.
hard,hotel,. Calling to Cancel a Reservation,It's been my pleasure to help you.
hard,hotel,. Calling to Cancel a Reservation,"My wife is sick, so I have to cancel a reservation I made."
hard,hotel,. Calling to Cancel a Reservation,"If you'll just give me your name, phone, and date of visit, I can cancel your reservation."
hard,hotel,. Calling to Cancel a Reservation,"I'm Rudy Randolph at 818-555-1234, April ninth to the fifteenth."
hard,hotel,. Calling to Cancel a Reservation,"Mr. Randolph. Okay, one second, sir, and there you go. Your reservation is now cancelled."
hard,hotel,. Calling to Cancel a Reservation,"I wish everything in life was so simple, thank you."
hard,hotel,. Calling to Cancel a Reservation,"Not a problem, sir. Please remember us in the future."
hard,buyhouse,First Meeting with a Realtor,I am interested in buying a house and need some information.
hard,buyhouse,First Meeting with a Realtor,"Yes, of course. What area are you interested in?"
hard,buyhouse,First Meeting with a Realtor,I am interested in Pasadena or Arcadia.
hard,buyhouse,First Meeting with a Realtor,What size house would you like?
hard,buyhouse,First Meeting with a Realtor,We need a medium-sized house with at least 3 bedrooms and 2 bathrooms.
hard,buyhouse,First Meeting with a Realtor,Are you interested in being in a particular school district?
hard,buyhouse,First Meeting with a Realtor,"Yes, we want to stay in the ABC School District."
hard,buyhouse,First Meeting with a Realtor,Would you like a home near the lake or would you prefer a view?
hard,buyhouse,First Meeting with a Realtor,I would love to have a home with a view.
hard,buyhouse,First Meeting with a Realtor,"Fine, I will begin a search for the perfect home for you. I will call you in a few days."
hard,buyhouse,First Meeting with a Realtor,I would like to discuss purchasing a home with you.
hard,buyhouse,First Meeting with a Realtor,I can help you. What location are you looking for?
hard,buyhouse,First Meeting with a Realtor,I would like to live in Pasadena or Arcadia.
hard,buyhouse,First Meeting with a Realtor,Have you thought about what your needs are in terms of size?
hard,buyhouse,First Meeting with a Realtor,We would like a smaller cozy cottage with 2 bedrooms and 1 bathroom.
hard,buyhouse,First Meeting with a Realtor,Is living in a particular school district important to you?
hard,buyhouse,First Meeting with a Realtor,"No, we don't really care because they are all pretty good around here."
hard,buyhouse,First Meeting with a Realtor,"Are you interested in purchasing on the lake, or would you like a home with a view?"
hard,buyhouse,First Meeting with a Realtor,We really want to live in a lakeside home with a dock for our boat.
hard,buyhouse,First Meeting with a Realtor,"Now that I have an idea of what you want, I can begin my search."
hard,buyhouse,First Meeting with a Realtor,I have been thinking of buying a house and would like to speak with you.
hard,buyhouse,First Meeting with a Realtor,I have time to speak with you. Where would you like to purchase your house?
hard,buyhouse,First Meeting with a Realtor,"I am most interested in Pasadena or Arcadia, but would be open to other suggestions."
hard,buyhouse,First Meeting with a Realtor,How many bedrooms and bathrooms do you need?
hard,buyhouse,First Meeting with a Realtor,We have several generations of family living in our household and so need a very large home.
hard,buyhouse,First Meeting with a Realtor,Do you need to be located in a particular school district?
hard,buyhouse,First Meeting with a Realtor,"It doesn't matter, as we do not have any children."
hard,buyhouse,First Meeting with a Realtor,"Is a view important to you, or would you rather be located on a lakeshore lot?"
hard,buyhouse,First Meeting with a Realtor,"In a perfect world, we would like a home with a view of the lake."
hard,buyhouse,First Meeting with a Realtor,Thank you for all of the information. I will help you find the perfect house for you.
hard,buyhouse,Pre-Qualifying for a Loan,I need to see if I qualify for a home loan.
hard,buyhouse,Pre-Qualifying for a Loan,I can help you. How much money do you make per year?
hard,buyhouse,Pre-Qualifying for a Loan,I make around one hundred thousand dollars per year.
hard,buyhouse,Pre-Qualifying for a Loan,How long have you been on your current job?
hard,buyhouse,Pre-Qualifying for a Loan,"I have only worked at this job for 6 months, but I have a longer job history elsewhere."
hard,buyhouse,Pre-Qualifying for a Loan,Do you have any other outside income from rental property or a trust?
hard,buyhouse,Pre-Qualifying for a Loan,"No, I only receive my salary."
hard,buyhouse,Pre-Qualifying for a Loan,Do you know your credit score?
hard,buyhouse,Pre-Qualifying for a Loan,I think that it is around 600.
hard,buyhouse,Pre-Qualifying for a Loan,"By crunching the numbers and putting in your expenses, I estimate that you can afford a house of around five hundred thousand dollars."
hard,buyhouse,Pre-Qualifying for a Loan,I am trying to see if I can afford to purchase a home that I wish to buy.
hard,buyhouse,Pre-Qualifying for a Loan,We can figure that out right now. How much do you earn annually?
hard,buyhouse,Pre-Qualifying for a Loan,My wife and I earned one hundred and fifty thousand dollars last year.
hard,buyhouse,Pre-Qualifying for a Loan,How many years have you held your current position?
hard,buyhouse,Pre-Qualifying for a Loan,I have been at my current job for 10 years.
hard,buyhouse,Pre-Qualifying for a Loan,Is there any extra income that you receive other than salary?
hard,buyhouse,Pre-Qualifying for a Loan,I collect one thousand dollars a month from a rental property.
hard,buyhouse,Pre-Qualifying for a Loan,Have you ever figured out your credit score?
hard,buyhouse,Pre-Qualifying for a Loan,I try not to think about it!
hard,buyhouse,Pre-Qualifying for a Loan,"Adding in your expenses, I calculate that you can spend three hundred thousand on a house."
hard,buyhouse,Pre-Qualifying for a Loan,"I want to go house shopping, and I want to know what I can afford to buy."
hard,buyhouse,Pre-Qualifying for a Loan,There is a formula that can help us figure that out. What is your annual salary?
hard,buyhouse,Pre-Qualifying for a Loan,I earn sixty-five thousand dollars per year.
hard,buyhouse,Pre-Qualifying for a Loan,What is the length of time that you have worked at the job you have now?
hard,buyhouse,Pre-Qualifying for a Loan,"I have been at the job I now have for 2 years, and I have been with the company for 6 years total."
hard,buyhouse,Pre-Qualifying for a Loan,Do you receive any other income?
hard,buyhouse,Pre-Qualifying for a Loan,"I own a small rental unit with a partner, and I receive five hundred dollars a month from that unit."
hard,buyhouse,Pre-Qualifying for a Loan,Do you know what your credit score is?
hard,buyhouse,Pre-Qualifying for a Loan,"I don't know, but the last time I checked, it was very good!"
hard,buyhouse,Pre-Qualifying for a Loan,"You are in good shape. Figuring in your other expenses, you can easily afford a house costing seven hundred thousand or maybe even a little more!"
hard,buyhouse,Setting up an Appointment to View Houses,I would like to make an appointment to look at houses.
hard,buyhouse,Setting up an Appointment to View Houses,"Sure, would you prefer looking in the morning or afternoon?"
hard,buyhouse,Setting up an Appointment to View Houses,I would prefer mornings.
hard,buyhouse,Setting up an Appointment to View Houses,"Can you go during the week, or can you only go during the weekend?"
hard,buyhouse,Setting up an Appointment to View Houses,Going to look at houses during the week is best for me.
hard,buyhouse,Setting up an Appointment to View Houses,Where would you like me to pick you up?
hard,buyhouse,Setting up an Appointment to View Houses,I will meet you at the real estate office.
hard,buyhouse,Setting up an Appointment to View Houses,"I am thinking of looking at three houses, and it will take about two hours."
hard,buyhouse,Setting up an Appointment to View Houses,That sounds good to me.
hard,buyhouse,Setting up an Appointment to View Houses,"Once I contact the owners and confirm the times, I will e-mail you a schedule."
hard,buyhouse,Setting up an Appointment to View Houses,I would like to pick a time to look at houses with you.
hard,buyhouse,Setting up an Appointment to View Houses,Would mornings or afternoons be best for you?
hard,buyhouse,Setting up an Appointment to View Houses,It is easier for me to take off work in the afternoon.
hard,buyhouse,Setting up an Appointment to View Houses,It is best if we can go during the week; does that work for you?
hard,buyhouse,Setting up an Appointment to View Houses,"Because of work, I can only go look at houses on the weekend."
