topic,title,dialogue_line
jobs,Over and Over,"Yes, I guess most of us are stuck in a routine."
jobs,Over and Over,I wonder if there is any job that you don't repeat over and over.
jobs,A Bad Boss,I think I have the worst boss in the world.
jobs,A Bad Boss,What makes him so bad?
jobs,A Bad Boss,He's rude and he yells a lot.
jobs,A Bad Boss,That's hard to take.
jobs,A Bad Boss,I've never heard him say please or thank you.
jobs,A Bad Boss,He sounds like a real jerk.
jobs,A Bad Boss,No one at work likes him.
jobs,A Bad Boss,Can't you report him to his supervisor?
jobs,A Bad Boss,"Of course not. If I do that, I'll lose my job."
jobs,A Bad Boss,"Yes, they don't like troublemakers or complainers."
jobs,A Bad Boss,"I can't quit, because I'm making a good salary."
jobs,A Bad Boss,You shouldn't choose money over happiness.
jobs,Light My Fire,What are we going to do?
jobs,Light My Fire,About what?
jobs,Light My Fire,About finding a job for me.
jobs,Light My Fire,You don't need a job. I make enough money for both of us.
jobs,Light My Fire,That doesn't matter. I don't want to sit around.
jobs,Light My Fire,"Okay, what kind of job do you want?"
jobs,Light My Fire,I'm not sure.
jobs,Light My Fire,"Well, you should do something that you enjoy."
jobs,Light My Fire,I enjoy selling. I was born to sell.
jobs,Light My Fire,"Okay, what do you want to sell?"
jobs,Light My Fire,Cigarette lighters. I'll make a fortune.
jobs,Light My Fire,But you hate cigarettes and you hate smoking!
jobs,Still Working,A new hotel is looking for workers.
jobs,Still Working,"Yes, I saw it on the TV news."
jobs,Still Working,They need 300 new workers.
jobs,Still Working,"And 4,000 people showed up."
jobs,Still Working,So many people are out of work.
jobs,Still Working,"I still have my job, thank goodness."
jobs,Still Working,"So do I, but I'm worried."
jobs,Still Working,Me too. There are no guarantees.
jobs,Still Working,"If you lose your job, you can move in with me."
jobs,Still Working,"Oh, thank you. That's very nice of you."
jobs,Still Working,You would do the same for me.
jobs,Still Working,Of course. What are friends for?
jobs,All His Eggs in One Basket,I think I did something real stupid.
jobs,All His Eggs in One Basket,What did you do?
jobs,All His Eggs in One Basket,I bought some stock.
jobs,All His Eggs in One Basket,Everybody buys stock.
jobs,All His Eggs in One Basket,I bought it on a hunch.
jobs,All His Eggs in One Basket,You didn't read about the company first?
jobs,All His Eggs in One Basket,I didn't have to. It's been in business for 60 years.
jobs,All His Eggs in One Basket,So what's the problem?
jobs,All His Eggs in One Basket,I used all my savings on this one company.
jobs,All His Eggs in One Basket,You put all your eggs into one basket.
jobs,All His Eggs in One Basket,"If the company goes out of business, I'll have nothing."
jobs,All His Eggs in One Basket,"Oh, you'll have somethingyou'll have a lesson you'll never forget!"
jobs,His Parents Are Disappointed,I was going to be a doctor.
jobs,His Parents Are Disappointed,What happened to your plans?
jobs,His Parents Are Disappointed,I got a D in college chemistry.
jobs,His Parents Are Disappointed,"Well, a D is better than an F."
jobs,His Parents Are Disappointed,A tutor helped me get the D!
jobs,His Parents Are Disappointed,"So, you didn't become a doctor."
jobs,His Parents Are Disappointed,And now I'm glad that I didn't.
jobs,His Parents Are Disappointed,Why's that?
jobs,His Parents Are Disappointed,A hospital is the most dangerous place in the world.
jobs,His Parents Are Disappointed,"Oh, yes, because of all the killer germs."
jobs,His Parents Are Disappointed,"If you're a smart doctor, you stay away from hospitals."
jobs,His Parents Are Disappointed,"Yes, the smart doctors are those TV news doctorsno hospitals, no patients."
jobs,Nice Doggy,I want to be a mail carrier when I grow up.
jobs,Nice Doggy,Why?
jobs,Nice Doggy,Because you get to meet a lot of people.
jobs,Nice Doggy,You sure do.
jobs,Nice Doggy,And you get a lot of exercise every day.
jobs,Nice Doggy,That's the truth.
jobs,Nice Doggy,And you get to play with a lot of dogs.
jobs,Nice Doggy,"Well, you're supposed to be working."
jobs,Nice Doggy,"Yes, but I will always pet the friendly dogs."
jobs,Nice Doggy,What about the unfriendly dogs?
jobs,Nice Doggy,"I think if you are friendly to dogs, they are friendly to you."
jobs,Nice Doggy,Dogs are like peoplenot all of them are friendly.
jobs,"Knock, Knock!",I want to move to New York.
jobs,"Knock, Knock!",To the state or the city?
jobs,"Knock, Knock!","To the city, of course."
jobs,"Knock, Knock!",Why do you want to move there?
jobs,"Knock, Knock!",Because I want to make a lot of money.
jobs,"Knock, Knock!",There are a lot of poor people in New York.
jobs,"Knock, Knock!",There sure areat least a million.
jobs,"Knock, Knock!",So how do you plan to become rich?
jobs,"Knock, Knock!",I will knock on the doors of all the corporations.
jobs,"Knock, Knock!",That won't make you rich. Nobody will talk to you.
jobs,"Knock, Knock!",I will keep knocking on doors.
jobs,"Knock, Knock!",All you will get is sore knuckles.
food,A Good Salad,I love salads.
food,A Good Salad,Me too.
food,A Good Salad,I usually eat a simple salad.
food,A Good Salad,What do you put in it?
food,A Good Salad,"Just lettuce, tomato, and celery."
food,A Good Salad,That's it?
food,A Good Salad,I add some pepper and salt.
food,A Good Salad,I always put cheese in my salads.
food,A Good Salad,"Yes, cheese is nice."
food,A Good Salad,What kind of dressing do you use?
food,A Good Salad,I pour lots of French dressing on top.
food,A Good Salad,Me too. French dressing is so delicious! Who cares about calories?
food,We Get Cheese from Cows,I love cheese.
food,We Get Cheese from Cows,Me too.
food,We Get Cheese from Cows,Where does cheese come from?
food,We Get Cheese from Cows,It comes from cows.
food,We Get Cheese from Cows,"So we get cheese from cows, and we get milk, too?"
food,We Get Cheese from Cows,"Yes, we do."
food,We Get Cheese from Cows,What else do we get from cows?
food,We Get Cheese from Cows,We get hamburgers and steak.
food,We Get Cheese from Cows,"Oh, that's so delicious."
food,We Get Cheese from Cows,We also get leather.
food,We Get Cheese from Cows,"We get a lot of things from cows, don't we?"
food,We Get Cheese from Cows,Yes. A cow is man's best friend.
food,I Used to Work in a Deli,I used to work in a deli.
food,I Used to Work in a Deli,How did you like it?
food,I Used to Work in a Deli,I loved it!
food,I Used to Work in a Deli,Did you get free food?
food,I Used to Work in a Deli,I ate free cheese and meat every day.
food,I Used to Work in a Deli,That sounds like a great job.
food,I Used to Work in a Deli,"Whatever a customer ordered, I sliced off a little more for me."
food,I Used to Work in a Deli,Did you get fat?
food,I Used to Work in a Deli,"No, but I did put on a few pounds."
food,I Used to Work in a Deli,That sounds like a dream job.
food,I Used to Work in a Deli,"It was, until one day my manager caught me."
food,I Used to Work in a Deli,"No more free cheese for you, huh?"
food,A New Diet,I'm on a new diet.
food,A New Diet,What are you eating now?
food,A New Diet,I switched from pasta to potatoes.
food,A New Diet,Why did you do that?
food,A New Diet,Pasta is processed food. Potatoes are natural food.
food,A New Diet,Natural food has more vitamins.
food,A New Diet,And it's just as easy to prepare.
food,A New Diet,How do you prepare the potatoes?
food,A New Diet,"I wash them, and then steam them for 15 minutes."
food,A New Diet,That's pretty simple.
food,A New Diet,"Then I add butter, salt, and pepper."
food,A New Diet,Can I have all those cans of tomato sauce you bought for your pasta?
food,Bad Manners,My girlfriend's mom got mad at me at the dinner table.
food,Bad Manners,Why was that?
food,Bad Manners,I sprinkled salt and pepper on the food before I tasted it.
food,Bad Manners,What's the matter with that?
food,Bad Manners,Her mom is a great cook.
food,Bad Manners,"So, a little salt and pepper never hurt anything."
food,Bad Manners,It hurt her feelings.
food,Bad Manners,Oh.
food,Bad Manners,"I apologized to her, but I could tell she was still upset."
food,Bad Manners,Maybe you shouldn't eat there again.
food,Bad Manners,I'm sure everything will be okay in a day or two.
food,Bad Manners,It's your girlfriend's fault. She should have warned you.
food,Same Old Diet,I eat the same thing every day.
food,Same Old Diet,You're kidding.
food,Same Old Diet,"No, I'm serious."
food,Same Old Diet,Doesn't that get old?
food,Same Old Diet,"No, because I'm eating food that I like."
food,Same Old Diet,But the same thing day after day gets old.
food,Same Old Diet,"Well, I guess if it ever does get old, I'll change to something different."
food,Same Old Diet,Do you eat fruits and vegetables every day?
food,Same Old Diet,"No, I hate vegetables."
food,Same Old Diet,But you eat fruits.
food,Same Old Diet,"I eat two apples, one banana, and one orange every day."
food,Same Old Diet,"Well, there's nothing wrong with that."
food,A Pink Orange,There's something wrong with my orange.
food,A Pink Orange,What's wrong?
food,A Pink Orange,It's not orange!
food,A Pink Orange,Your orange isn't orange?
food,A Pink Orange,"No, it's dark pink!"
food,A Pink Orange,Are you sure? I never heard of such a thing.
food,A Pink Orange,"I just peeled it, and I'm looking at it right now."
food,A Pink Orange,"Let me see. Yes, you're right. Your orange is pink."
food,A Pink Orange,Who ever heard of such a thing?
food,A Pink Orange,"Oh, look. Here's the little sticker that was on it. It's called a Pink Navel."
food,A Pink Orange,What is this world coming to?
food,A Pink Orange,Who knows? Maybe soon we'll have pink bananas.
food,Roasted or Boiled,I love peanuts.
food,Roasted or Boiled,"Me, too. I love them roasted and salted."
food,Roasted or Boiled,I love boiled peanuts.
food,Roasted or Boiled,Boiled? I never heard of that.
food,Roasted or Boiled,Just boil raw peanuts in salt water until the shells are soft.
food,Roasted or Boiled,I'll have to try them sometime.
food,Roasted or Boiled,They're best when they're hot.
food,Roasted or Boiled,My brother is allergic to peanuts.
food,Roasted or Boiled,That's not good.
food,Roasted or Boiled,"No, it isn't. He almost died when he was little."
food,Roasted or Boiled,I guess he has to be very careful about what he eats.
food,Roasted or Boiled,He has a very strict diet.
food,A Pound a Week,I'm gaining weight.
food,A Pound a Week,How much have you gained?
food,A Pound a Week,Three pounds just this month.
food,A Pound a Week,Do you know why?
food,A Pound a Week,I think it's the ice cream.
food,A Pound a Week,You started eating ice cream?
food,A Pound a Week,It was on sale.
food,A Pound a Week,How much did you buy?
food,A Pound a Week,I filled up my freezer with ice cream.
food,A Pound a Week,"Well, it won't last forever."
food,A Pound a Week,"No, I figure I'll finish it all by next week."
food,A Pound a Week,"Then you can start losing weight, if there isn't another sale."
food,No More for Me,I'm stuffed.
food,No More for Me,Of course you are. You ate everything on the table.
food,No More for Me,I don't like to eat leftovers.
food,No More for Me,I'm glad to hear there's something you don't like to eat.
food,No More for Me,I like my food hot and fresh.
food,No More for Me,You like to see it disappear.
food,No More for Me,I don't like it reheated.
food,No More for Me,"Well, you'll have hot fresh food tomorrow night."
food,No More for Me,I'm so full I'm going to burst.
food,No More for Me,You should loosen your belt.
food,No More for Me,I already loosened my belt and unbuttoned my pants.
food,No More for Me,"Well, don't stand up, please."
food,Don't Be Lazy,I saw what you did.
food,Don't Be Lazy,I didn't do anything.
food,Don't Be Lazy,"Oh yes, you did."
food,Don't Be Lazy,What are you talking about?
food,Don't Be Lazy,You know what I'm talking about.
food,Don't Be Lazy,I don't have any idea.
food,Don't Be Lazy,You know what you did.
food,Don't Be Lazy,"Maybe I know, but how could you know?"
food,Don't Be Lazy,Because I was watching you.
food,Don't Be Lazy,"Okay, I'm sorry I did it."
food,Don't Be Lazy,Don't drink milk out of the carton. Use a glass!
food,Don't Be Lazy,I promise I'll never drink out of the carton again.
shop,I Like That Shirt,I like that shirt.
shop,I Like That Shirt,So do I.
shop,I Like That Shirt,How much is it?
shop,I Like That Shirt,I don't know. The tag is missing.
shop,I Like That Shirt,Ask the clerk.
shop,I Like That Shirt,I will.
shop,I Like That Shirt,"Oh, look. Here's another shirt just like it."
shop,I Like That Shirt,Does it have a price tag?
shop,I Like That Shirt,"Yes, it does. It's only $20."
shop,I Like That Shirt,That's a great price.
shop,I Like That Shirt,I think I'll buy both of them.
shop,I Like That Shirt,You'd better try them on first.
shop,Pants That Fit,I bought you a pair of pants.
shop,Pants That Fit,Thank you.
shop,Pants That Fit,I hope they fit.
shop,Pants That Fit,I hope you kept the receipt.
shop,Pants That Fit,You think they won't fit?
shop,Pants That Fit,I think I've put on some weight.
shop,Pants That Fit,You think?
shop,Pants That Fit,Maybe a pound or two.
shop,Pants That Fit,Maybe four or five pounds?
shop,Pants That Fit,My waist is bigger than it was.
shop,Pants That Fit,No problem. These pants have an elastic waistband.
shop,Pants That Fit,You are so smart!
shop,The Shopping List,What do we need to buy?
shop,The Shopping List,Let me look at our list.
shop,The Shopping List,I know that we need milk.
shop,The Shopping List,Nonfat.
shop,The Shopping List,Of course. What else?
shop,The Shopping List,"We need cheese, bread, and ham."
shop,The Shopping List,What kind of cheese?
shop,The Shopping List,Swiss.
shop,The Shopping List,"Of course, the cheese with holes in it."
shop,The Shopping List,I never used to buy Swiss cheese.
shop,The Shopping List,Why not?
shop,The Shopping List,I didn't want to pay for the holes.
shop,Poor Pockets,I need some pants.
shop,Poor Pockets,I thought you just bought a pair.
shop,Poor Pockets,I did.
shop,Poor Pockets,What's wrong with them so soon?
shop,Poor Pockets,"The pants are fine, but the pocket has a huge hole in it."
shop,Poor Pockets,You shouldn't carry your keys and pens in your pocket.
shop,Poor Pockets,But that's what pockets are for.
shop,Poor Pockets,You should carry them in a purse.
shop,Poor Pockets,"I'm a man, and men don't carry purses!"
shop,Poor Pockets,"Well, you should buy pants with stronger pockets."
shop,Poor Pockets,I would if I could find someone who makes strong pockets.
shop,Poor Pockets,Try a Google search online.
shop,Wipe Everything,What are those wipes for?
shop,Wipe Everything,You use them to wipe the handle of the shopping cart.
shop,Wipe Everything,That's a great idea.
shop,Wipe Everything,"Yes, all the markets just started offering wipes to shoppers."
shop,Wipe Everything,I'm going to take five wipes.
shop,Wipe Everything,What do you need five of them for?
shop,Wipe Everything,"One to wipe the handle, and the others to wipe the produce."
shop,Wipe Everything,What's the matter with the produce?
shop,Wipe Everything,Do you think the bananas fell from the sky?
shop,Wipe Everything,What do you mean?
shop,Wipe Everything,"I mean, someone used their dirty hands to pick the bananas, the apples, and the oranges."
shop,Wipe Everything,"Well, you better save a wipe for the dirty dollar bills you're going to pay with."
shop,The 99 Cents Store,Did you go to the 99 Cents store?
shop,The 99 Cents Store,"Yes, I did."
shop,The 99 Cents Store,What did you buy?
shop,The 99 Cents Store,"Well, I got a lot of good deals, as usual."
shop,The 99 Cents Store,Like what?
shop,The 99 Cents Store,"Well, a dozen large eggs were only 99 cents."
shop,The 99 Cents Store,That's a good deal.
shop,The 99 Cents Store,And a one-pound tub of soft butter was the same price.
shop,The 99 Cents Store,Another good deal.
shop,The 99 Cents Store,But the best deal was five pounds of potatoes for 99 cents.
shop,The 99 Cents Store,I don't know how that store makes money.
shop,The 99 Cents Store,"Neither do I, but they're doing something right."
shop,PC or Mac?,I need a new computer.
shop,PC or Mac?,What's the matter with yours?
shop,PC or Mac?,It's six years old.
shop,PC or Mac?,That's pretty old.
shop,PC or Mac?,"It still works, but I'm going to give it to a charity."
shop,PC or Mac?,Are you going to buy a desktop or laptop?
shop,PC or Mac?,"Oh, a laptop, of course."
shop,PC or Mac?,A PC or a Mac?
shop,PC or Mac?,I haven't decided yet.
shop,PC or Mac?,More and more people are using Macs.
shop,PC or Mac?,But 90 percent of the world uses PCs.
shop,PC or Mac?,And that's not going to change anytime soon.
shop,Bad Business,I got ripped off.
shop,Bad Business,What happened?
shop,Bad Business,"I had a car problem, so I went online."
shop,Bad Business,Did you find a solution?
shop,Bad Business,"Yes, I did. A site I went to said they would send me the solution."
shop,Bad Business,"So, what's the problem?"
shop,Bad Business,"I sent them $20 using my credit card, but they never sent me the solution."
shop,Bad Business,What are you going to do?
shop,Bad Business,I sent them an email asking for my money back.
shop,Bad Business,Have you heard from them?
shop,Bad Business,Not yet. It's been a week.
shop,Bad Business,"Well, I guess that's a $20 lesson for you."
shop,Sharpen the Pencil,Where's the pencil sharpener?
shop,Sharpen the Pencil,Which one?
shop,Sharpen the Pencil,Any one. I need to sharpen this pencil.
shop,Sharpen the Pencil,I think there's one on the dining room table.
shop,Sharpen the Pencil,I already looked there.
shop,Sharpen the Pencil,Did you look in the desk drawer?
shop,Sharpen the Pencil,"Yes, I looked there, too."
shop,Sharpen the Pencil,Don't we have about five sharpeners?
shop,Sharpen the Pencil,"Yes, but they seem to have legs."
shop,Sharpen the Pencil,Tomorrow I'm going to buy an electric sharpener.
shop,Sharpen the Pencil,Get one with the rubber suction cups on the bottom.
shop,Sharpen the Pencil,Yes. That way it will stay where I put it.
shop,To Save Money,I'm trying to stretch my dollars.
shop,To Save Money,How are you doing that?
shop,To Save Money,I started shopping at the dollar store.
shop,To Save Money,That saves a lot of money.
shop,To Save Money,I bought three pounds of potatoes for a dollar.
shop,To Save Money,That's a good deal.
shop,To Save Money,"Yes, even though some of the potatoes had eyes."
shop,To Save Money,Just put them in the fridge.
shop,To Save Money,"Also, I bought a can of cheap coffee and a bag of good coffee."
shop,To Save Money,Why did you do that?
shop,To Save Money,I mixed them together.
shop,To Save Money,"If the coffee still tastes okay, that's a good idea."
housing,A New House,I really like this house.
housing,A New House,Can we afford it?
housing,A New House,They want 20 percent down.
housing,A New House,That's a lot of money.
housing,A New House,But the house is so nice.
housing,A New House,It's in a great neighborhood.
housing,A New House,It's close to the beach.
housing,A New House,It's close to the freeways.
housing,A New House,It's got a big yard.
housing,A New House,"The kids love the house, too."
housing,A New House,"If we don't buy it, someone else will."
housing,A New House,You're right. Let's buy it now. We can worry later.
housing,We Can't Afford This House,We can't afford this house.
housing,We Can't Afford This House,Are you sure?
housing,We Can't Afford This House,"We will be house rich, but cash poor."
housing,We Can't Afford This House,What do you mean?
housing,We Can't Afford This House,Our monthly payments will be too high.
housing,We Can't Afford This House,We won't have any money for other things?
housing,We Can't Afford This House,"No, we won't have money for gas or food."
housing,We Can't Afford This House,We'll be eating peanut butter sandwiches?
housing,We Can't Afford This House,Without the peanut butter!
housing,We Can't Afford This House,That's no good!
housing,We Can't Afford This House,We have to find a cheaper house.
housing,We Can't Afford This House,Of course. We can't live without gas or peanut butter.
housing,On the Corner,That is a beautiful house.
housing,On the Corner,I don't like it.
housing,On the Corner,What's the matter with it?
housing,On the Corner,It's on the corner.
housing,On the Corner,So?
housing,On the Corner,That means it gets twice as much traffic.
housing,On the Corner,You're right.
housing,On the Corner,"When you're inside, you will always hear cars stopping and stopping at the intersection."
housing,On the Corner,Or you'll hear the collision if someone doesn't stop.
housing,On the Corner,Or you'll see the collision if they crash into the house.
housing,On the Corner,Let's find a house that's at the end of a dead end.
housing,On the Corner,"That's perfect. The less traffic, the better."
housing,A Great Apartment,I hate looking for an apartment.
housing,A Great Apartment,"Me, too."
housing,A Great Apartment,We have a 2 o'clock appointment to see the one on Main Street.
housing,A Great Apartment,We'd better get ready to go.
housing,A Great Apartment,It's an upstairs unit.
housing,A Great Apartment,"That's good, because I don't want to live under people with loud feet."
housing,A Great Apartment,And it's a corner unit.
housing,A Great Apartment,That's great. We won't have neighbors on both sides of us.
housing,A Great Apartment,No pets are allowed.
housing,A Great Apartment,Perfect. We don't have to listen to barking dogs.
housing,A Great Apartment,And there are only six units in the whole building.
housing,A Great Apartment,Where's the checkbook? I'm ready to rent it without even seeing it.
housing,Fix the Doorbell,Did you call the manager?
housing,Fix the Doorbell,Yes. He said he'd come over tomorrow.
housing,Fix the Doorbell,Did he say what time?
housing,Fix the Doorbell,Yes. He said he'd be here at 9 o'clock.
housing,Fix the Doorbell,Did he understand what the problem is?
housing,Fix the Doorbell,Yes. I told him our doorbell doesn't work.
housing,Fix the Doorbell,It shouldn't take him long to fix it.
housing,Fix the Doorbell,I don't even know why we need to fix it.
housing,Fix the Doorbell,In case we have visitors.
housing,Fix the Doorbell,But they can just knock on the door.
housing,Fix the Doorbell,"Actually, I want him to look at our carpet, too."
housing,Fix the Doorbell,"Yes, it would be nice if he'd give us a new carpet."
housing,Almost Perfect,Do you like this house?
housing,Almost Perfect,"Yes, it's beautiful."
housing,Almost Perfect,It's perfect for us and the kids.
housing,Almost Perfect,"Three bedrooms, three bathrooms, and a big back yard."
housing,Almost Perfect,And we can afford it!
housing,Almost Perfect,So are we going to buy it?
housing,Almost Perfect,I'm afraid not.
housing,Almost Perfect,"It's too far from your job, isn't it?"
housing,Almost Perfect,I can't spend four hours on the road every day.
housing,Almost Perfect,"By the time you get home, you'll be too tired to even eat."
housing,Almost Perfect,I won't be able to play with the kids.
housing,Almost Perfect,"No, we have to find something closer to your job."
housing,Life Was Hard,"Boy, it's chilly outside, isn't it?"
housing,Life Was Hard,It sure is.
housing,Life Was Hard,"In fact, it's chilly in the apartment, too."
housing,Life Was Hard,Let's turn on the heat.
housing,Life Was Hard,I'll check to make sure that all the windows are shut.
housing,Life Was Hard,It should be warmer in a few minutes.
housing,Life Was Hard,It's so nice to have a heated apartment.
housing,Life Was Hard,How did they survive in the old days?
housing,Life Was Hard,They had fireplaces.
housing,Life Was Hard,Someone had to chop the wood.
housing,Life Was Hard,And carry it into the house.
housing,Life Was Hard,All we have to do is flip a switch.
housing,Sell Now,This is a nice neighborhood.
housing,Sell Now,The streets are clean and quiet.
housing,Sell Now,The neighbors don't party on the weekends.
housing,Sell Now,People take care of their lawns.
housing,Sell Now,No rusty old cars are sitting in the front yards.
housing,Sell Now,We never have to call the police about anything.
housing,Sell Now,Our kids are completely safe.
housing,Sell Now,So why are we selling our house?
housing,Sell Now,They're building a 3-story apartment building on the corner.
housing,Sell Now,So we've got to sell before property values go down?
housing,Sell Now,Yes. I still can't believe our city council allowed this building.
housing,Sell Now,They're probably getting something under the table.
housing,Who Cares?,That was a huge fire in Santa Barbara.
housing,Who Cares?,"Yes, it was."
housing,Who Cares?,They said about 30 houses burned to the ground.
housing,Who Cares?,And they were expensive houses.
housing,Who Cares?,I feel so sorry for those people.
housing,Who Cares?,Why feel sorry for rich people?
housing,Who Cares?,I feel sorry for anyone who loses their home.
housing,Who Cares?,"So do I, but not if they're rich."
housing,Who Cares?,What does that have to do with it?
housing,Who Cares?,Rich people think they're better than us.
housing,Who Cares?,How many rich people do you know?
housing,Who Cares?,None.
housing,Hungry Bears,Bears are invading our neighborhoods.
housing,Hungry Bears,Of course they are. They're starving to death.
housing,Hungry Bears,They should stay in the woods where they belong.
housing,Hungry Bears,There's no food in the woods.
housing,Hungry Bears,Can't they eat grass?
housing,Hungry Bears,Do you think a bear is a cow?
housing,Hungry Bears,"Well, I've seen them eating berries."
housing,Hungry Bears,Berries aren't in season all year round.
housing,Hungry Bears,It's too dangerous for kids and pets.
housing,Hungry Bears,People need to cover their trash cans.
housing,Hungry Bears,The police need to shoot all the bears.
housing,Hungry Bears,You don't solve a problem by shooting it.
election,"Yes, We Can",Who did you vote for?
election,"Yes, We Can",I voted for Obama.
election,"Yes, We Can",Me too.
election,"Yes, We Can",He will be a great president.
election,"Yes, We Can",Everyone likes him.
election,"Yes, We Can",He's a good speaker.
election,"Yes, We Can",And he's really smart.
election,"Yes, We Can",He will solve our problems.
election,"Yes, We Can",He will end the war.
election,"Yes, We Can",The next four years will be good years.
election,"Yes, We Can","I'll vote for him next time, too."
election,"Yes, We Can",I think everyone will.
election,Don't Vote for Him,The election is next week.
election,Don't Vote for Him,Who are you voting for?
election,Don't Vote for Him,I'm not voting for the mayor.
election,Don't Vote for Him,Why not?
election,Don't Vote for Him,He made promises that he didn't keep.
election,Don't Vote for Him,Like what?
election,Don't Vote for Him,"He promised to hire 1,000 more police officers."
election,Don't Vote for Him,How many did he hire?
election,Don't Vote for Him,One hundred!
election,Don't Vote for Him,Maybe he had a good reason.
election,Don't Vote for Him,Maybe he's just a liar.
election,Don't Vote for Him,"Maybe I'll vote for someone else, too."
election,He Got Reelected,I can't believe he won the election.
election,He Got Reelected,Only 15 percent of the voters turned out.
election,He Got Reelected,That is a joke.
election,He Got Reelected,"Voting is so important, but people don't bother."
election,He Got Reelected,Many people think their vote doesn't matter.
election,He Got Reelected,"The mayor won by only 2,000 votes."
election,He Got Reelected,We're stuck with him for four more years.
election,He Got Reelected,Voting is so easy. You can even mail your ballot in.
election,He Got Reelected,All you have to do is vote and put a stamp on it.
election,He Got Reelected,How easy is that?
election,He Got Reelected,I guess people just don't care.
election,He Got Reelected,They'll care when they see their taxes go up.
election,Change Is Good,"Well, we have a new president."
election,Change Is Good,But we have the same old problems.
election,Change Is Good,"Well, he's made a few changes."
election,Change Is Good,Like what?
election,Change Is Good,I think he closed the bowling alley in the White House.
election,Change Is Good,"Oh, yeah. He's changing it to a basketball court."
election,Change Is Good,Who's paying for that?
election,Change Is Good,I think we are!
election,Change Is Good,"Well, that's okay, as long as it helps him relax and think more clearly."
election,Change Is Good,"Yes, we need a relaxed president who thinks clearly."
election,Change Is Good,Do any other world leaders have a basketball court?
election,Change Is Good,They will. You know America always leads the way.
election,A Powerful Position,People say that everybody loves Obama.
election,A Powerful Position,"Well, more than 50 million people voted for McCain."
election,A Powerful Position,That's 50 million people who don't love Obama.
election,A Powerful Position,Obama's got four years to make everyone happy.
election,A Powerful Position,He's never going to make everyone happy.
election,A Powerful Position,Can you imagine being President?
election,A Powerful Position,Everyone wants you to solve their problems.
election,A Powerful Position,I have enough stress from trying to solve my own problems.
election,A Powerful Position,You and everybody else.
election,A Powerful Position,I would never want to be President.
election,A Powerful Position,But think about all the power you'd have.
election,A Powerful Position,I prefer my quiet little life to all the power in the world.
election,A Traveling Man,Did you read this article?
election,A Traveling Man,What article?
election,A Traveling Man,It says the mayor spends only 11 percent of his time on city duties.
election,A Traveling Man,Only 11 percent?
election,A Traveling Man,About 50 percent of the time he's traveling.
election,A Traveling Man,Where does he travel to?
election,A Traveling Man,"Oh, all over the world."
election,A Traveling Man,But he's supposed to be making our city a better place.
election,A Traveling Man,He's visiting other cities to get ideas.
election,A Traveling Man,Can't he just go online?
election,A Traveling Man,The rest of the time he's raising money for his reelection.
election,A Traveling Man,"Well, he'll never get reelected once this news gets out."
election,Vote for Ralph,Who did you vote for for president?
election,Vote for Ralph,I voted for Ralph Nader.
election,Vote for Ralph,Who in the world is Ralph Nader?
election,Vote for Ralph,He's the best man for president.
election,Vote for Ralph,Why's that?
election,Vote for Ralph,He hates corporations.
election,Vote for Ralph,"Well, most corporations do think only about money."
election,Vote for Ralph,He hates Democrats and Republicans.
election,Vote for Ralph,"Well, they do put their party before their country."
election,Vote for Ralph,He's the only candidate that I trust.
election,Vote for Ralph,But he didn't have a chance. Nobody voted for him!
election,Vote for Ralph,"Sooner or later, voters will wake up."
election,Why Vote?,I don't know why I bother to vote.
election,Why Vote?,Why's that?
election,Why Vote?,What good does it do?
election,Why Vote?,You get to put someone in power that you like.
election,Why Vote?,Only if my candidate wins.
election,Why Vote?,"Well, he can't win unless you and others vote for him."
election,Why Vote?,"But even if my candidate wins, he'll break his promises."
election,Why Vote?,That's true. They promise anything just so they get elected.
election,Why Vote?,"And when elected, they go their own way."
election,Why Vote?,They forget who put them in power.
election,Why Vote?,They forget where they came from.
election,Why Vote?,Maybe you should run for office.
election,Every Vote Counts,That election for U.S. Senator stunk.
election,Every Vote Counts,What do you mean?
election,Every Vote Counts,There were more votes than voters!
election,Every Vote Counts,But that's impossible.
election,Every Vote Counts,Officials said that it's possible.
election,Every Vote Counts,Did they explain how it's possible?
election,Every Vote Counts,No. They said there are some things you can't explain.
election,Every Vote Counts,So are they going to hold another election?
election,Every Vote Counts,No. That will cost too much money.
election,Every Vote Counts,So it's better to save money than to have an honest election?
election,Every Vote Counts,"Well, the Democratic Party says it was an honest election."
election,Every Vote Counts,Of course they say thattheir man won!
election,George Tells Jokes,I see that former President Bush is at a conference.
election,George Tells Jokes,Yes. He's telling jokes about his eight years as president.
election,George Tells Jokes,"Yes, those eight years were a lot of fun for everyone."
election,George Tells Jokes,"Only 4,000 American soldiers were killed overseas."
election,George Tells Jokes,"Not to mention 40,000 wounded soldiers."
election,George Tells Jokes,But Bush visited some of them in the hospital once.
election,George Tells Jokes,That's nice that he found the time to make a visit.
election,George Tells Jokes,He spoke to them and made them feel better.
election,George Tells Jokes,Did he speak to every family that lost a soldier?
election,George Tells Jokes,"No, he didn't have time to do that."
election,George Tells Jokes,"Well, he's got plenty of time now!"
election,George Tells Jokes,"No, he's too busy writing a book about how hard it was to be president."
election,Give Them More,Did you get your Official Sample Ballot?
election,Give Them More,"Yes, with the Voter Instructions."
election,Give Them More,How are you going to vote?
election,Give Them More,"Same as ever, by mail. All it costs me is a 42-cent stamp."
